CountyName	DwellingTypeDescr	Year_of_Construction	TypeofRating	EnergyRating	BerRating	GroundFloorArea(sq m)	UValueWall	UValueRoof	UValueFloor	UValueWindow	UvalueDoor	WallArea	RoofArea	FloorArea	WindowArea	DoorArea	NoStoreys	CO2Rating	MainSpaceHeatingFuel	MainWaterHeatingFuel	HSMainSystemEfficiency	MultiDwellingMPRN	TGDLEdition	MPCDERValue	HSEffAdjFactor	HSSupplHeatFraction	HSSupplSystemEff	WHMainSystemEff	WHEffAdjFactor	SupplSHFuel	SupplWHFuel	SHRenewableResources	WHRenewableResources	NoOfChimneys	NoOfOpenFlues	NoOfFansAndVents	NoOfFluelessGasFires	DraftLobby	VentilationMethod	FanPowerManuDeclaredValue	HeatExchangerEff	StructureType	SuspendedWoodenFloor	PercentageDraughtStripped	NoOfSidesSheltered	PermeabilityTest	PermeabilityTestResult	TempAdjustment	HeatSystemControlCat	HeatSystemResponseCat	NoCentralHeatingPumps	CHBoilerThermostatControlled	NoOilBoilerHeatingPumps	OBBoilerThermostatControlled	OBPumpInsideDwelling	NoGasBoilerHeatingPumps	WarmAirHeatingSystem	UndergroundHeating	GroundFloorUValue	DistributionLosses	StorageLosses	ManuLossFactorAvail	SolarHotWaterHeating	ElecImmersionInSummer	CombiBoiler	KeepHotFacility	WaterStorageVolume	DeclaredLossFactor	TempFactorUnadj	TempFactorMultiplier	InsulationType	InsulationThickness	PrimaryCircuitLoss	CombiBoilerAddLoss	ElecConsumpKeepHot	ApertureArea	ZeroLossCollectorEff	CollectorHeatLossCoEff	AnnualSolarRadiation	OvershadingFactor	CylinderStat	SolarStorageVolume	VolumeOfPreHeatStore	CombinedCylinder	ElectricityConsumption	SWHPumpSolarPowered	ChargingBasisHeatConsumed	gsdHSSupplHeatFraction	gsdHSSupplSystemEff	DistLossFactor	CHPUnitHeatFraction	CHPSystemType	CHPElecEff	CHPHeatEff	CHPFuelType	SupplHSFuelTypeID	gsdSHRenewableResources	gsdWHRenewableResources	SolarHeatFraction	DeliveredLightingEnergy	DeliveredEnergyPumpsFans	DeliveredEnergyMainWater	DeliveredEnergyMainSpace	PrimaryEnergyLighting	PrimaryEnergyPumpsFans	PrimaryEnergyMainWater	PrimaryEnergyMainSpace	CO2Lighting	CO2PumpsFans	CO2MainWater	CO2MainSpace	GroundFloorArea	GroundFloorHeight	FirstFloorArea	FirstFloorHeight	SecondFloorArea	SecondFloorHeight	ThirdFloorArea	ThirdFloorHeight	ThermalBridgingFactor	ThermalMassCategory	PredominantRoofTypeArea	PredominantRoofType	LowEnergyLightingPercent	TotalDeliveredEnergy	DeliveredEnergySecondarySpace	DeliveredEnergySupplementaryWater	LivingAreaPercent	CO2SecondarySpace	CO2SupplementaryWater	PrimaryEnergySecondarySpace	PrimaryEnergySupplementaryWater	HESSchemeUpgrade	RoomInRoofArea	PurposeOfRating	DateOfAssessment	FirstEnergyTypeId	FirstEnergyType_Description	FirstEnerProdComment	FirstEnerProdDelivered	FirstPartLTotalContribution	FirstEnerProdConvFactor	FirstEnerProdCO2EmissionFactor	FirstEnerConsumedComment	FirstEnerConsumedDelivered	FirstEnerConsumedConvFactor	FirstEnerConsumedCO2EmissionFactor	SecondEnergyTypeId	SecondEnergyType_Description	SecondEnerProdComment	SecondEnerProdDelivered	SecondPartLTotalContribution	SecondEnerProdConvFactor	SecondEnerProdCO2EmissionFactor	SecondEnerConsumedComment	SecondEnerConsumedDelivered	SecondEnerConsumedConvFactor	SecondEnerConsumedCO2EmissionFactor	ThirdEnergyTypeId	ThirdEnergyType_Description	ThirdEnerProdComment	ThirdEnerProdDelivered	ThirdPartLTotalContribution	ThirdEnerProdConvFactor	ThirdEnerProdCO2EmissionFactor	ThirdEnerConsumedComment	ThirdEnerConsumedDelivered	ThirdEnerConsumedConvFactor	ThirdEnerConsumedCO2EmissionFactor	FirstBoilerFuelType	FirstHeatGenPlantEff	FirstPercentageHeat	SecondBoilerFuelType	SecondHeatGenPlantEff	SecondPercentageHeat	ThirdBoilerFuelType	ThirdHeatGenPlantEff	ThirdPercentageHeat	SolarSpaceHeatingSystem	TotalPrimaryEnergyFact	TotalCO2Emissions	FirstWallType_Description	FirstWallDescription	FirstWallArea	FirstWallUValue	FirstWallIsSemiExposed	FirstWallAgeBandId	FirstWallTypeId	SecondWallType_Description	SecondWallDescription	SecondWallArea	SecondWallUValue	SecondWallIsSemiExposed	SecondWallAgeBandId	SecondWallTypeId	ThirdWallType_Description	ThirdWallDescription	ThirdWallArea	ThirdWallUValue	ThirdWallIsSemiExposed	ThirdWallAgeBandId	ThirdWallTypeId	SA_Code	prob_smarea_error_0corr	prob_smarea_error_100corr	RER	RenewEPnren	RenewEPren	CPC	EPC
Co. Cork	Mid-terrace house	1982	Existing       	C2	184.6	120.92	0.6	0.4	0.57	3.32	3.0	139.67	63.77	63.77	14.2	2.94	2	47.67	Heating Oil                   	Heating Oil                   	94.8	NO	0	37.47	0.95	0.1	30.0	94.8	0.95	15	1	2	2	0	1	0	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	3	NO	0.0	0.0	3	1	1	YES	1	YES	NO 	0	NO 	NO 	0	377.215	YES	NO 	NO 	NO 	None                          	None                          	93	0.0	0.6	0.9	Loose Jacket                  	80	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													965.525	230.0	3955.291	10265.082	2336.57	556.6	4350.82	11291.59	505.935	120.52	1075.839	2792.102	57.15	2.39	63.77	2.61	0.0	0.0	0.0	0.0	0.15	Medium              	63.77	Pitch Roof-Insul.on Ceiling   	41.0		3442.191		12.868	1270.168		3786.41	0.0	0	0.0	Grant Support	Sep 17 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Wall	139.67	0.6	No	6	5															47324002	5.5623e-07	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	D1	243.67	37.31	0.32	0.13	0.7	1.36	3.0	46.83	37.31	37.31	5.23	3.75	1	60.98	Heating Oil                   	Heating Oil                   	92.4	NO	0	60.17	1.0	0.1	77.0	92.4	1.0	15	1	2	2	0	1	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	187.566	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													178.632	230.0	2320.282	4451.882	432.29	556.6	2552.31	4897.07	93.603	120.52	631.117	1210.912	37.31	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.15	High                	37.31	Pitch Roof-Insul.on Ceiling   	100.0		593.582		51.4875	219.032		652.94	0.0	0	0.0	Grant Support	Nov  1 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - Bonded Bead 100%	46.83	0.32	No	6	5															157031003	7.2453471e-05	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	D1	245.54	37.31	0.32	0.13	0.7	1.36	3.0	46.83	37.31	37.31	5.23	3.75	1	61.46	Heating Oil                   	Heating Oil                   	92.4	NO	0	60.17	1.0	0.1	77.0	92.4	1.0	15	1	2	2	0	1	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	187.566	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													178.632	230.0	2320.282	4508.091	432.29	556.6	2552.31	4958.9	93.603	120.52	631.117	1226.201	37.31	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.15	High                	37.31	Pitch Roof-Insul.on Ceiling   	100.0		601.082		51.4875	221.799		661.19	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - Bonded Bead 100%	46.83	0.32	No	6	5															157031003	7.2453471e-05	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	D1	232.18	37.31	0.32	0.13	0.64	1.36	3.0	38.18	37.31	37.31	5.23	3.75	1	58.02	Heating Oil                   	Heating Oil                   	92.4	NO	0	58.4	1.0	0.1	77.0	92.4	1.0	15	1	2	2	0	1	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	187.566	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													178.632	230.0	2320.282	4108.218	432.29	556.6	2552.31	4519.04	93.603	120.52	631.117	1117.435	37.31	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.15	High                	37.31	Pitch Roof-Insul.on Ceiling   	100.0		547.764		51.4875	202.125		602.54	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - Bonded Bead 100%	38.18	0.32	No	6	5															157031003	7.2453471e-05	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	D1	232.18	38.75	0.32	0.13	0.64	1.36	3.0	43.68	38.75	38.75	5.23	3.75	1	58.06	Heating Oil                   	Heating Oil                   	92.4	NO	0	58.11	1.0	0.1	77.0	92.4	1.0	15	1	2	2	0	1	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	191.221	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													187.07	230.0	2348.518	4334.909	452.71	556.6	2583.37	4768.4	98.025	120.52	638.797	1179.095	38.75	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.15	High                	38.75	Pitch Roof-Insul.on Ceiling   	100.0		577.991		49.5742	213.279		635.79	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - Bonded Bead 100%	43.68	0.32	No	6	5															157031003	7.2453471e-05	0.0025					
Co. Mayo	Detached house	2000	Existing       	C2	189.34	145.12	0.32	0.13	0.47	2.71	0.0	174.18	75.36	75.36	28.56	0.0	2	42.37	Heating Oil                   	Heating Oil                   	79.0	NO	0	39.38	0.95	0.1	60.0	79.0	0.95	11	28	2	2	0	1	2	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	0	NO	0.0	0.6	1	1	2	NO 	1	NO 	NO 	0	NO 	NO 	0	424.315	YES	NO 	NO 	YES	None                          	None                          	95	0.0	0.6	1.3	Factory Insulated             	20	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													887.508	468.0	4347.236	13157.791	2147.77	1132.56	4781.96	14473.57	465.054	245.232	1182.448	3578.919	75.36	2.53	69.76	2.65	0.0	0.0	0.0	0.0	0.15	Medium              	75.36	Pitch Roof-Insul.on Ceiling   	63.0	22105.53	1845.582	1399.413	10.6946	46.14	572.36	2030.14	2910.78	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	bead fill	152.42	0.3	No	9	5	300mm Cavity	to garage	21.76	0.484	Yes	9.0	4.0															
Co. Cork	Mid-terrace house	1981	Existing       	C1	159.4	78.48	0.29	0.2	0.49	2.16	3.0	57.28	39.68	39.69	12.72	2.0	2	40.59	Heating Oil                   	Heating Oil                   	94.8	NO	0	38.12	0.95	0.1	30.0	94.8	0.95	15	1	2	2	0	2	5	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	3	1	1	YES	1	YES	NO 	0	NO 	NO 	0	286.17	YES	NO 	NO 	NO 	None                          	None                          	93	0.0	0.6	0.9	Factory Insulated             	30	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													624.835	230.0	3126.827	4759.3	1512.1	556.6	3439.51	5235.23	327.414	120.52	850.497	1294.53	38.8	2.38	39.68	2.63	0.0	0.0	0.0	0.0	0.15	Medium              	39.68	Pitch Roof-Insul.on Ceiling   	29.0		1605.382		20.6422	592.386		1765.92	0.0	0	0.0	Grant Support	Sep 10 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Walls	57.28	0.29	No	6	5															47324002	5.5623e-07	0.0025					
Galway City	Detached house	1998	Existing       	C2	194.67	147.24	0.29	0.13	0.47	2.7	3.0	198.2	50.5	47.86	22.3	6.35	3	49.62	Heating Oil                   	Heating Oil                   	85.5	NO	0	44.37	0.95	0.1	30.0	85.5	0.95	8	28	2	2	1	0	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	3	NO	0.0	0.6	1	1	1	NO 	1	NO 	YES	0	NO 	NO 	0	428.219	YES	NO 	NO 	YES	None                          	None                          	100	0.0	0.6	1.3	Factory Insulated             	30	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													693.384	299.0	3899.718	13098.436	1677.99	723.58	4289.69	14408.28	363.333	156.676	1060.723	3562.775	46.76	2.77	50.52	2.6	49.96	2.56	0.0	0.0	0.15	Medium              	50.5	Pitch Roof-Insul.on Ceiling   	100.0	23308.95	3976.258	1342.154	15.3287	1558.693	548.941	4771.51	2791.68	1	0.0	Grant Support	Nov 14 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Cavity	bonded bead insulation added	198.2	0.29	No	8	4															68008002	0.034049914029	0.0025					
Co. Cork	End of terrace house	2001	Existing       	C3	222.6	50.74	0.3	0.13	0.47	3.1	3.05	62.48	50.74	50.74	8.9	2.02	1	55.32	Heating Oil                   	Heating Oil                   	92.3	NO	0	54.79	1.0	0.1	83.2	92.3	1.0	15	1	2	2	0	1	4	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	1	NO	0.0	0.0	1	1	1	YES	1	YES	NO 	0	NO 	NO 	0	220.877	YES	NO 	NO 	NO 	None                          	None                          	84	0.0	0.6	0.9	Factory Insulated             	25	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													468.227	230.0	2540.464	5511.827	1133.11	556.6	2794.51	6063.01	245.351	120.52	691.006	1499.217	50.74	2.44	0.0	0.0	0.0	0.0	0.0	0.0	0.15	High                	50.74	Pitch Roof-Insul.on Ceiling   	0.0		679.409		35.4356	250.702		747.35	0.0	0	0.0	Grant Support	Aug 29 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	North Facing GF (Rear) - PUMPE	19.7	0.3	No	9	5	300mm Filled Cavity	East Facing GF (Side) - PUMPED	18.77	0.3	No	9.0	5.0	300mm Filled Cavity	South Facing GF (Front) - PUMP	16.72	0.3	No	9.0	5.0	47064012	2.633546e-06	0.0025					
Dublin 6	Maisonette	1989	Existing       	E1	304.54	66.8	0.6	0.4	0.38	2.8	3.76	25.98	33.04	33.4	10.2	1.85	2	64.1	Electricity                   	Electricity                   	100.0	NO	0	65.22	1.0	0.15	20.0	100.0	1.0	2	1	2	2	0	1	1	0	NO	Natural vent.	0	0	Masonry                       	No                            	86	4	NO	0.0	0.0	3	4	0	NO 	0	NO 	NO 	0	NO 	NO 	0	259.255	YES	NO 	NO 	NO 	None                          	None                          	132	0.0	0.6	1.0	Factory Insulated             	35	Electric immersion heater     	0	0						NO 			NO 		NO 	NO 													600.921	0.0	2633.125	4602.332	1454.23	0.0	5476.9	9572.85	314.883	0.0	1076.948	1882.354	33.4	2.47	33.4	2.71	0.0	0.0	0.0	0.0	0.15	Medium              	33.04	Pitch Roof-Insul.on Ceiling   	12.0		3490.345		27.4251	708.54		3839.38	0.0	0	0.0	Sale	Nov 14 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													225mm Solid brick		25.98	0.6	No	7	2															268145013	3.1330974e-05	0.0025					
Co. Louth	Semi-detached house	2003	Existing       	C1	166.47	103.48	0.55	0.4	0.41	2.72	3.03	88.7	51.74	51.74	15.39	1.99	2	35.7	Mains Gas                     	Mains Gas                     	91.0	NO	0	30.92	1.0	0.1	30.0	91.0	1.0	15	1	2	2	1	0	2	0	NO	Natural vent.	0	0	Masonry                       	No                            	92	3	NO	0.0	0.0	2	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	341.079	NO 	YES	NO 	NO 	Instantaneous, without keep-ho	None                          	0	0.0	0.0	0.0	None                          	0	Combi boiler                  	600	0						NO 			NO 		NO 	NO 													546.413	175.0	3158.3	8150.055	1322.32	423.5	3474.13	8965.06	286.32	91.7	641.135	1654.461	51.74	2.46	51.74	2.65	0.0	0.0	0.0	0.0	0.15	Medium              	51.74	Pitch Roof-Insul.on Ceiling   	88.0		2765.109		20.9123	1020.325		3041.62	0.0	1	0.0	Grant Support	Nov 13 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0															88.7	0.55	No	9	10															147019026	5.5623e-07	0.0025					
Dublin 11	Ground-floor apartment	2000	Existing       	C2	185.59	68.2	0.55	0.0	0.36	2.7	3.0	44.8	0.0	68.2	9.6	1.85	1	35.11	Mains Gas                     	Mains Gas                     	80.8	NO	0	32.11	0.95	0.0	0.0	80.8	0.95	1	1	2	2	0	0	1	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	1	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	262.495	YES	NO 	NO 	NO 	None                          	None                          	96	0.0	0.6	0.9	Factory Insulated             	30	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													587.211	175.0	4050.764	5778.918	1421.05	423.5	4455.84	6356.81	307.699	91.7	822.305	1173.12	68.2	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.15	Medium              			20.0				50.5572			0.0	0.0	0	0.0	Private Letting	Nov 14 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity		44.8	0.55	No	9	5															267066021	5.5623e-07	0.0025					
Dublin 11	Ground-floor apartment	2000	Existing       	C1	162.93	68.2	0.55	0.0	0.36	2.7	3.0	18.4	0.0	68.2	9.6	1.85	1	30.82	Mains Gas                     	Mains Gas                     	80.8	NO	0	29.61	0.95	0.0	0.0	80.8	0.95	1	1	2	2	0	0	1	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	1	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	262.495	YES	NO 	NO 	NO 	None                          	None                          	96	0.0	0.6	0.9	Factory Insulated             	30	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													489.343	175.0	4050.764	4589.282	1184.21	423.5	4455.84	5048.21	256.416	91.7	822.305	931.624	68.2	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.15	Medium              			50.0				50.5572			0.0	0.0	0	0.0	Private Letting	Nov 15 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity		18.4	0.55	No	9	5															267066021	5.5623e-07	0.0025					
Co. Wicklow	Detached house	1900	Existing       	F 	442.6	280.15	2.07	2.3	0.61	4.8	3.0	214.75	175.62	165.23	66.26	4.02	2	114.32	Heating Oil                   	Heating Oil                   	79.0	NO	0	44.35	0.95	0.1	30.0	79.0	0.95	8	28	2	2	4	2	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	9	4	NO	0.0	0.0	1	1	1	YES	1	YES	NO 	0	NO 	NO 	0	622.769	YES	NO 	NO 	YES	None                          	None                          	173	0.0	0.6	1.3	None                          	0	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													2414.508	230.0	9961.982	68612.818	5843.11	556.6	10958.18	75474.1	1265.202	120.52	2709.659	18662.686	165.23	2.53	114.92	2.69	0.0	0.0	0.0	0.0	0.15	Medium              	147.64	Pitch Roof-Insul.on Ceiling   	12.0	104270.474	19071.825	3979.341	10.3445	7476.155	1627.55	22886.19	8277.03	0	0.0	Sale	Nov 14 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0															205.32	2.1	No	2	10			9.43	1.377	Yes	2.0	10.0								257051033	0.0025	0.0025					
Dublin 15	Detached house	1982	Existing       	C1	164.45	239.79	0.35	0.33	0.55	2.71	2.94	159.86	169.09	140.6	39.5	3.55	2	35.17	Mains Gas                     	Mains Gas                     	73.0	NO	0	29.21	1.0	0.1	30.0	73.0	1.0	8	1	2	2	1	0	3	0	NO	Natural vent.	0	0	Masonry                       	Yes (Sealed)                  	100	2	NO	0.0	0.0	3	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	574.838	YES	NO 	YES	NO 	None                          	None                          	300	0.0	0.6	0.9	Factory Insulated             	50	Boiler with uninsulated primar	0	0	9.95	0.6	3.0	942.0	1.0	YES	195.0		YES	75.0	NO 	NO 													2143.202	250.0	3748.045	20966.0	5186.55	605.0	4122.85	23062.6	1123.038	131.0	760.853	4256.098	140.6	2.7	99.19	2.32	0.0	0.0	0.0	0.0	0.15	Medium              	93.84	Pitch Roof-Insul.on Ceiling   	7.0		5686.533		19.0208	2229.121		6823.84	0.0	1	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal	Solar space heating	334	244	1.1	0.203		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0														External walls	134.16	0.25	No	6	10	Timber Frame	Timber stud adj. unheated roof	25.704	0.863	Yes	6.0	8.0								267041013	0.000440484261	0.0025					
Co. Leitrim	Detached house	2006	Existing       	C2	178.24	146.44	0.37	0.18	0.37	1.97	3.0	152.62	77.37	73.22	25.19	3.7	2	37.73	Bulk LPG (propane or butane)  	Bulk LPG (propane or butane)  	81.9	NO	0	33.54	1.0	0.1	20.0	81.9	1.0	3	1	2	2	1	0	5	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	1	NO	0.0	0.0	3	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	426.807	YES	NO 	NO 	NO 	None                          	None                          	99	0.0	0.6	0.9	Factory Insulated             	35	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													1264.851	175.0	4709.591	10874.673	3060.94	423.5	5180.55	11962.14	662.782	91.7	1092.625	2522.924	73.22	2.45	73.22	2.65	0.0	0.0	0.0	0.0	0.15	Medium-high         	61.65	Pitch Roof-Insul.on Ceiling   	12.0		4976.045		25.0341	1154.442		5473.65	0.0	0	0.0	Sale	Sep 22 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Cavity	main walls	152.62	0.37	No	10	4															117070001/117070002	5.5623e-07	0.0025					
Co. Cavan	Detached house	1978	Existing       	E1	339.67	156.21	1.0	0.61	0.57	3.16	2.59	142.73	119.52	113.54	49.4	6.69	2	81.89	Heating Oil                   	Heating Oil                   	70.0	NO	0	48.52	0.95	0.1	90.0	70.0	0.95	4	28	2	2	0	0	1	1	NO	Natural vent.	0	0	Masonry                       	No                            	95	1	NO	0.0	0.6	1	1	1	NO 	1	NO 	YES	0	NO 	NO 	0	444.667	YES	NO 	NO 	YES	None                          	None                          	106	0.0	0.6	1.3	Loose Jacket                  	25	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													1129.661	299.0	5892.555	33137.245	2733.78	723.58	6481.81	36450.97	591.942	156.676	1602.775	9013.331	113.54	2.65	42.67	2.32	0.0	0.0	0.0	0.0	0.15	High                	74.58	Pitch Roof-Insul.on Ceiling   	38.0	44952.334	2732.955	1760.918	15.0951	634.046	720.215	3006.25	3662.71	0	0.0	Sale	Nov 11 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0														Masonry External Walls	83.86	1.1	No	6	10		Semi-Exposed Walls	58.87	0.863	Yes	6.0	10.0															
Co. Wicklow	End of terrace house	1982	Existing       	D1	233.04	82.77	0.89	0.13	0.57	2.26	3.0	71.16	41.67	41.67	19.65	1.85	2	44.66	Mains Gas                     	Mains Gas                     	90.0	NO	0	36.52	0.95	0.1	40.0	90.0	0.95	2	28	2	2	0	1	1	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	1	NO	0.0	0.6	1	1	1	NO 	0	NO 	NO 	1	NO 	NO 	0	295.889	YES	NO 	NO 	YES	None                          	None                          	95	0.0	0.6	1.3	Loose Jacket                  	50	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													580.091	214.0	3077.264	8537.145	1403.82	517.88	3384.99	9390.86	303.968	112.136	624.685	1733.04	41.1	2.43	41.67	2.67	0.0	0.0	0.0	0.0	0.15	Medium-high         	41.67	Pitch Roof-Insul.on Ceiling   	43.0	15577.661	2041.127	1128.034	17.8809	414.349	461.366	2245.24	2346.31	0	0.0	Grant Support	Nov 14 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													Concrete Hollow Block	side and back walls	53.72	1.1	No	6	7	300mm Cavity	front wall pumped 2013	17.44	0.25	No	6.0	4.0								257051039	5.5623e-07	0.0025					
